,place_id,name,main_category,categories,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
1127,ChIJs1mFUFmJoDERayssSjMReD4,Quán Làng Nướng Cần Thơ,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán Làng Nướng Cần Thơ, 189 Huỳnh Cương, An Cư, Ninh Kiều, Cần Thơ 900000, Việt Nam","An Cư, Ninh Kiều",189 Huỳnh Cương,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
1137,ChIJFazWbSSJoDERwYNR0Vk1Pw0,Ủn Ỉn Quán,Quán ăn nhỏ,"Quán ăn nhỏ, Quán cà phê",+84 977 460 904,"Ủn Ỉn Quán, 87, đường số 02, Khu Thới Nhựt 1, P. An Khánh, Q. Ninh Kiều, TP, Cần Thơ 900000, Việt Nam","Phường An Khánh, Ninh Kiều","87, đường số 02, Khu Thới Nhựt 1, P. An Khánh, Q. Ninh Kiều, TP",Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
1138,ChIJfXYM4BiJoDERRzmZGqDQmNs,ND Quán - Cơm Heo Quay & Cơm Tấm & Bún Xào,Quán ăn nhỏ,Quán ăn nhỏ,+84 979 745 941,"ND Quán - Cơm Heo Quay & Cơm Tấm & Bún Xào, 318 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",318 Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1139,ChIJTQwULRKIoDERiRwF2N2p-Ig,Quán Thắm Đồng Quê,Nhà hàng,Nhà hàng,+84 292 3891 949,"Quán Thắm Đồng Quê, 259 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",259 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1140,ChIJay0Hz8SJoDER1a4lrLMNETw,Quán Cơm Phần Uyên Uyên,Quán ăn nhỏ,Quán ăn nhỏ,+84 917 636 699,"Quán Cơm Phần Uyên Uyên, KDC Hồng Phát, 159 Đường số 3, An Bình, Ninh Kiều, Cần Thơ 90000, Việt Nam","An Bình, Ninh Kiều","KDC Hồng Phát, 159 Đường số 3",Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN
1141,ChIJceORcB6JoDERQTt6A4CV5_s,Mẹ Quê Quán Ăn Vặt,Quán ăn nhẹ,Quán ăn nhẹ,+84 913 033 079,"Mẹ Quê Quán Ăn Vặt, 52b Đường số 3, Phường, Ninh Kiều, Cần Thơ, Việt Nam","Phường, Ninh Kiều",52b Đường số 3,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1143,ChIJ04GvVbKJoDER_RJppQdSsn4,Quán Ăn Vặt Thanh Trúc,Quán ăn nhỏ,Quán ăn nhỏ,+84 939 072 834,"2P5X+VRP Quán Ăn Vặt Thanh Trúc, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",2P5X+VRP,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1147,ChIJJ7C1BbyJoDERTYFDxEMN_-A,Quán Ăn Thành Đạt,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán Ăn Thành Đạt, 218 Trần Hưng Đạo, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",218 Trần Hưng Đạo,Cần Thơ,,"Cái Răng, Cần Thơ",VN
1150,ChIJRco6DJWJoDERaMAgub7cQh8,Nhà Hàng DNC,Nhà hàng,Nhà hàng,,"Nhà Hàng DNC, 168 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",168 Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1153,ChIJmyBBwLeJoDERSB2X3lfJirQ,Quán Cơm Nguyên Hoàng,Quán ăn nhỏ,Quán ăn nhỏ,+84 909 070 379,"Quán Cơm Nguyên Hoàng, 47/2, Đường Hậu Thạnh Mỹ, Quận Cái Răng, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng","47/2, Đường Hậu Thạnh Mỹ, Quận Cái Răng",Cần Thơ,,"Cái Răng, Cần Thơ",VN
1155,ChIJr-UUp0SJoDERu4NOPDaIPDY,Quán ăn Cát Vy,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán ăn Cát Vy, 17 Trần Chiên, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",17 Trần Chiên,Cần Thơ,,"Cái Răng, Cần Thơ",VN
1164,ChIJW5tcHrGJoDERlslpGOJgoQg,Quán Điểm Hẹn Hò,Nhà hàng,Nhà hàng,,"Quán Điểm Hẹn Hò, 474a Trần Hưng Đạo, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",474a Trần Hưng Đạo,Cần Thơ,,"Cái Răng, Cần Thơ",VN
1167,ChIJlfN-qtOJoDERB-UynjFeAD0,Quán Ăn Gia Đình Hải Sản Cà Mau,Nhà hàng,Nhà hàng,+84 969 979 424,"Quán Ăn Gia Đình Hải Sản Cà Mau, 6 Hẻm 51, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",6 Hẻm 51,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1168,ChIJ72EtnwmJoDERyCIVM5TGiKU,Quán Cơm Khang Ký 30/4,Quán ăn nhỏ,Quán ăn nhỏ,,"2Q99+J66 Quán Cơm Khang Ký 30/4, Hẻm 391, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều","2Q99+J66, Hẻm 391",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1169,ChIJd3lAFVSJoDERGQnIdmnC3jc,"ĐỒ CHAY - Bún, bánh ướt, bánh mì",Nhà hàng cho người ăn chay,Nhà hàng cho người ăn chay,+84 906 905 588,"ĐỒ CHAY - Bún, bánh ướt, bánh mì, 125 Đ. Nguyễn Hiền, Khu dân cư 91B, Ninh Kiều, Cần Thơ, Việt Nam","Khu dân cư 91B, Ninh Kiều",125 Đ. Nguyễn Hiền,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1170,ChIJ7YnVTBeJoDERdhxyaTm__Tw,"Quán nhậu, Cơm trưa",Nhà hàng gia đình,Nhà hàng gia đình,,"Quán nhậu, Cơm trưa, 592 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ 94100, Việt Nam","Hưng Lợi, Ninh Kiều",592 Đ. 30 Tháng 4,Cần Thơ,94100.0,"Ninh Kiều, Cần Thơ",VN
1172,ChIJYRwdmA6JoDERCBNoszFecW4,CƠM XÀO 102,Nhà hàng bán đồ ăn mang về,Nhà hàng bán đồ ăn mang về,+84 939 881 993,"CƠM XÀO 102, 40a Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",40a Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1173,ChIJbSSMqzqIoDERiy9MBqK1-R8,Quán Cơm Bình Dân,Quán ăn nhỏ,Quán ăn nhỏ,+84 292 3840 503,"Quán Cơm Bình Dân, 320 Đ. Trần Ngọc Quế, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",320 Đ. Trần Ngọc Quế,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1175,ChIJ4dXaizaIoDERIi4iP_DehvA,Quán Cơm 79,Nhà hàng,Nhà hàng,,"Quán Cơm 79, 132/12 Đ. 3 Tháng 2, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",132/12 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1177,ChIJZUokOvqJoDERlCr3O44y_jo,Quán Cơm Chú Tám,Nhà hàng gia đình,Nhà hàng gia đình,,"Quán Cơm Chú Tám, 128 Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",128 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1179,ChIJx7RFWzWJoDERuttwzYgLEA8,Quán Cơm Ngọc Hằng 4,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán Cơm Ngọc Hằng 4, 146m Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",146m Đ. Trần Văn Hoài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1186,ChIJ09uUdKBioDERyFaWLW2sL0U,Quán Mì Tân Phát,Nhà hàng,Nhà hàng,,"2QMJ+RQR Quán Mì Tân Phát, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",2QMJ+RQR,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1192,ChIJ0ef-YhuJoDER-qA-6cwHgoU,Bún chay An Lạc,Nhà hàng cho người ăn chay,Nhà hàng cho người ăn chay,,"Bún chay An Lạc, 245 Huỳnh Cương, An Cư, Ninh Kiều, Cần Thơ 94000, Việt Nam","An Cư, Ninh Kiều",245 Huỳnh Cương,Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
1193,ChIJMaVnGXyHoDERVmejnEUIHCk,Quán ăn sáng,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán ăn sáng, 172B Trần Quang Diệu, An Thới, Bình Thủy, Cần Thơ, Việt Nam","An Thới, Bình Thủy",172B Trần Quang Diệu,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
1194,ChIJwdfEUuaHoDERyRw_gb-mZUA,Quán Cơm Phương Dung 2,Nhà hàng,Nhà hàng,+84 707 200 009,"Quán Cơm Phương Dung 2, 374 Đ. Cách Mạng Tháng 8, Bùi Hữu Nghĩa, Bình Thủy, Cần Thơ, Việt Nam","Bùi Hữu Nghĩa, Bình Thủy",374 Đ. Cách Mạng Tháng 8,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
1195,ChIJC5EY6AaIoDERpENhvq2QzR4,Quán Cơm Gia Đình 100,Quán ăn nhỏ,Quán ăn nhỏ,+84 292 8992 445,"Quán Cơm Gia Đình 100, Đường Đ. Cách Mạng Tháng 8, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",Đường Đ. Cách Mạng Tháng 8,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1196,ChIJvyuwPQeIoDERWJylvZJf5Zo,Quán Ăn Nhi Ngân Phục Vụ Các Món Nướng - Chiên,Nhà hàng,Nhà hàng,,"Quán Ăn Nhi Ngân Phục Vụ Các Món Nướng - Chiên, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1197,ChIJ0Tyc0A6IoDERhZZMsmnpmM0,Quán Ăn Gia Đình Ngân Hà,Nhà hàng,Nhà hàng,+84 292 6541 787,"Quán Ăn Gia Đình Ngân Hà, 188 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều",188 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1198,ChIJj2ZbNKhioDERVyeuDrcVsIk,Quán Ăn Gia Đình Cây Mai,Gian hàng rong,Gian hàng rong,+84 908 699 292,"Quán Ăn Gia Đình Cây Mai, 118/9/47B, Trần Quang Khải, Quận Ninh Kiều, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều","118/9/47B, Trần Quang Khải, Quận Ninh Kiều",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1199,ChIJYzYH1PGHoDERxQ68YPBjJP4,Mẹ Miên Quán,Nhà hàng,Nhà hàng,,"Mẹ Miên Quán, 290 Đ. Đồng Văn Cống, An Thới, Bình Thủy, Cần Thơ, Việt Nam","An Thới, Bình Thủy",290 Đ. Đồng Văn Cống,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
1200,ChIJtTWKDvZjoDERmaN49jxuruc,Quán ăn 97 Ngô Quyền,Nhà hàng gia đình,Nhà hàng gia đình,,"Quán ăn 97 Ngô Quyền, 95 Đ. Ngô Quyền, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",95 Đ. Ngô Quyền,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1201,ChIJ33vYwWqIoDER-Aa4r1YxIew,Quán Ăn Thanh Mai,Nhà hàng,Nhà hàng,+84 776 330 568,"Quán Ăn Thanh Mai, 398 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",398 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1202,ChIJT0pMMCKIoDERJ7S_xgB7eqE,Quán Ăn Gia Đình Những Người Bạn,Quán ăn tự phục vụ,"Quán ăn tự phục vụ, Cửa hàng giao pizza",+84 292 3898 933,"Quán Ăn Gia Đình Những Người Bạn, 25G, Đường Mậu Thân, Phường Xuân Khánh, Quận Ninh Kiều, An Phú, Ninh Kiều, Cần Thơ, Việt Nam","An Phú, Ninh Kiều","25G, Đường Mậu Thân, Phường Xuân Khánh, Quận Ninh Kiều",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1203,ChIJcehU0EGIoDERxq4lbLiMjkY,Quán Ăn Mỹ Hằng,Nhà hàng,Nhà hàng,+84 933 899 112,"2QM4+F48 Quán Ăn Mỹ Hằng, Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều","2QM4+F48, Đ. Nguyễn Văn Cừ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1206,ChIJm-EzKRmJoDERE7_cPcsx_U0,Quán Sông Quê,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán Sông Quê, 42/28A Đ. Trần Việt Châu, Thới Bình, Ninh Kiều, Cần Thơ, Việt Nam","Thới Bình, Ninh Kiều",42/28A Đ. Trần Việt Châu,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1210,ChIJY8MvwRaIoDERdOmLgbDsWsg,Quán Ăn Chị Hai,Nhà hàng,Nhà hàng,,"Quán Ăn Chị Hai, An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","An Khánh, Ninh Kiều",,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1212,ChIJS5eS9p9ioDER3IsjGDP5BvU,Quán Ăn Kim Anh,Nhà hàng,Nhà hàng,+84 292 3814 523,"Quán Ăn Kim Anh, 97B Đ. Nam Kỳ Khởi Nghĩa, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",97B Đ. Nam Kỳ Khởi Nghĩa,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1214,ChIJQ4b7mBiIoDER87f2AefCzP4,Quán Ăn 36 Mậu Thân,Nhà hàng,Nhà hàng,+84 292 3820 587,"Quán Ăn 36 Mậu Thân, 36, Đường Mậu Thân, Quận Ninh Kiều, Tp Cần Thơ, An Phú, Ninh Kiều, Cần Thơ, Việt Nam","An Phú, Ninh Kiều","36, Đường Mậu Thân, Quận Ninh Kiều, Tp Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1215,ChIJBT5dn55ioDERJYfJGAKp-nM,Quán Ăn Ngon Ngon,Nhà hàng,Nhà hàng,+84 292 3814 822,"Quán Ăn Ngon Ngon, 122 Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",122 Đường Hai Bà Trưng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1216,ChIJCap8vw1joDERrh2MUBbiL2M,Quán Sò Ốc 99 Cần Thơ,Quán ăn nhẹ,Quán ăn nhẹ,+84 909 055 758,"Quán Sò Ốc 99 Cần Thơ, 34-46 Trần Văn Khéo, An Hội, Ninh Kiều, Cần Thơ 900000, Việt Nam","An Hội, Ninh Kiều",34-46 Trần Văn Khéo,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
1224,ChIJx7TkxIZjoDERJMjbtKDaW2g,Quán Cơm Thanh,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán Cơm Thanh, 38 Hẻm 1 Đ. Hoàng Văn Thụ, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",38 Hẻm 1 Đ. Hoàng Văn Thụ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1237,ChIJc5UMUDqJoDERQJ6w9JepQrU,Quán Hảo Tửu,Nhà hàng gia đình,Nhà hàng gia đình,+84 988 896 618,"Quán Hảo Tửu, 86 Huỳnh Cương, An Cư, Ninh Kiều, Cần Thơ, Việt Nam","An Cư, Ninh Kiều",86 Huỳnh Cương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1253,ChIJIUlSKh2IoDERNLeYHeuO-RU,Cây Dương Quán,Nhà hàng,Nhà hàng,+84 902 696 616,"Cây Dương Quán, 1B Đ. Đinh Tiên Hoàng, An Hội, Ninh Kiều, Cần Thơ, Việt Nam","An Hội, Ninh Kiều",1B Đ. Đinh Tiên Hoàng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1260,ChIJ9wRKKR2IoDER1dcZwqqRM40,Quán Nhậu Tám Thanh,Nhà hàng,Nhà hàng,+84 909 515 180,"Quán Nhậu Tám Thanh, 1/76 Đ. Đinh Tiên Hoàng, An Hội, Ninh Kiều, Cần Thơ, Việt Nam","An Hội, Ninh Kiều",1/76 Đ. Đinh Tiên Hoàng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1272,ChIJCxRjbfSJoDERhM_J1Y1XYf0,Quán Cơm Tấm 127,Quán ăn nhỏ,Quán ăn nhỏ,+84 939 284 574,"Quán Cơm Tấm 127, 127a Đ. Mậu Thân, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều",127a Đ. Mậu Thân,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1273,ChIJn1b-0wGJoDERi3383eNf4K0,Quán nhậu Tí Khô,Nhà hàng,Nhà hàng,,"Quán nhậu Tí Khô, 18 Đ. Nguyễn Đệ, An Hoà, Bình Thủy, Cần Thơ, Việt Nam","An Hoà, Bình Thủy",18 Đ. Nguyễn Đệ,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
1276,ChIJD52fbEGIoDERLztWL7_0sLI,Quán Ăn Lan,Nhà hàng,Nhà hàng,+84 853 274 217,"Quán Ăn Lan, 337A/13, Quốc Lộ 91B, Quận Ninh Kiều, Thành Phố Cần Thơ, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều","337A/13, Quốc Lộ 91B, Quận Ninh Kiều, Thành Phố Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1278,ChIJq6qqBw-IoDERs6YJR-YiztI,Quán Phở Dành,Nhà hàng,Nhà hàng,+84 292 3839 246,"Quán Phở Dành, 211, 30/04, Quận Ninh Kiều, TP. Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều","211, 30/04, Quận Ninh Kiều, TP. Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1279,ChIJqSywx_qJoDERHDXGjmQcAyY,Bảo Bảo Lẩu Đuôi Bò,Quán ăn nhỏ,Quán ăn nhỏ,+84 939 838 764,"Bảo Bảo Lẩu Đuôi Bò, 22 Đ. Nguyễn Đệ, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều",22 Đ. Nguyễn Đệ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1280,ChIJ4wPdsXqJoDERQVrbuiSklAk,Quán cơm 38,Quán ăn nhỏ,Quán ăn nhỏ,+84 971 095 095,"Quán cơm 38, 38b Đ. Mậu Thân, An Nghiệp, Ninh Kiều, Cần Thơ, Việt Nam","An Nghiệp, Ninh Kiều",38b Đ. Mậu Thân,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1282,ChIJMzPAsBOIoDERdmt5cM1v2Bc,Quán Cơm Phương Hằng,Quán ăn nhỏ,Quán ăn nhỏ,+84 939 730 408,"Quán Cơm Phương Hằng, 142 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",142 Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1287,ChIJiZDvyROIoDERy8OYl32i7Yc,Quán Cơm Khang Phú,Nhà hàng,Nhà hàng,,"Quán Cơm Khang Phú, 131 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",131 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1288,ChIJ8xrb2OKJoDERr3woCaQeLrQ,Ăn Vặt Bà Mười 68,Quán ăn nhẹ,Quán ăn nhẹ,+84 932 825 982,"Ăn Vặt Bà Mười 68, Đường số 6, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",Đường số 6,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1290,ChIJace_VmiJoDER1zZMyMbkho8,Quán Lẩu Bò Hai Cô Tiên,Quán ăn nhỏ,Quán ăn nhỏ,+84 901 058 855,"Quán Lẩu Bò Hai Cô Tiên, 108-1 Đường số 23, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",108-1 Đường số 23,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1292,ChIJ8V_3BsCJoDERo9FjrSLZQcM,"Quán cơm tấm Long Xuyên, Năm Tỷ",Nhà hàng điểm tâm,Nhà hàng điểm tâm,,"Quán cơm tấm Long Xuyên, Năm Tỷ, 38 Đường số 21, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",38 Đường số 21,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1297,ChIJjx0kFnWJoDERk9j8syG_u2I,Quán Cơm Cà-phê KIM,Nhà hàng phục vụ phần ăn nhỏ,Nhà hàng phục vụ phần ăn nhỏ,+84 937 764 269,"Quán Cơm Cà-phê KIM, 1 Đ. số 30, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",1 Đ. số 30,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1298,ChIJx07DUNuJoDERMteDqsP9nMA,Quán Điểm Tâm Sáng Chị Út,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán Điểm Tâm Sáng Chị Út, 123 Đ. số 30, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",123 Đ. số 30,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1303,ChIJvV6DQCOIoDER57ejuuw4L84,Quán Cơm Thanh,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán Cơm Thanh, 116 Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",116 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1307,ChIJdUccYxOIoDERQUPCwiSPiWs,Quán Cơm 68,Nhà hàng,Nhà hàng,+84 919 957 952,"Quán Cơm 68, 136 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",136 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1308,ChIJ3T56oxOIoDERTwlbfM63mks,Lộc Phát Quán,Nhà hàng,Nhà hàng,+84 292 3893 799,"Lộc Phát Quán, 138 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",138 Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1309,ChIJzRtD31CIoDER3JlwPDcmkIQ,Quán Cơm Tấm Bo Bo,Nhà hàng,Nhà hàng,+84 909 055 044,"2PCR+8WH Quán Cơm Tấm Bo Bo, Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều","2PCR+8WH, Nguyễn Văn Cừ Nối Dài",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1310,ChIJC4hsSiaJoDER8iThlaxKkPM,Quán nhậu Huỳnh Như,Nhà hàng gia đình,Nhà hàng gia đình,,"Quán nhậu Huỳnh Như, 25A3 Đ. Nguyễn Văn Cừ, Khu Vực 4, Ninh Kiều, Cần Thơ, Việt Nam","Khu Vực 4, Ninh Kiều",25A3 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1311,ChIJqTZoItGJoDERzJ4vd8dYqts,Quán cơm Hương Lúa,Quán ăn nhỏ,Quán ăn nhỏ,+84 822 880 748,"Quán cơm Hương Lúa, 10 Đường Trần Hoàng Na, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",10 Đường Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1312,ChIJZVXGFOuJoDERqpvhUO9LMzM,Quán ăn 79,Nhà hàng gia đình,Nhà hàng gia đình,,"2P5J+9VW Quán ăn 79, Nguyễn Văn Trường, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều","2P5J+9VW, Nguyễn Văn Trường",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1314,ChIJV3PhUkuIoDEREzmlu_JslHQ,Quán Cơm Thúy An,Quán ăn nhỏ,Quán ăn nhỏ,+84 292 3843 344,"Quán Cơm Thúy An, 276 phạm hùng cần thơ, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",276 phạm hùng cần thơ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1315,ChIJhaKr_G6JoDERjcwMeHiGoXY,Quán Gỗ _ Đặc Sản Đồng Quê,Nhà hàng,Nhà hàng,+84 379 767 666,"2P9P+9RR Quán Gỗ _ Đặc Sản Đồng Quê, Đường Số 3, An Bình, Bình Thủy, Cần Thơ, Việt Nam","An Bình, Bình Thủy","2P9P+9RR, Đường Số 3",Cần Thơ,,"Bình Thủy, Cần Thơ",VN
1316,ChIJax7_jVSJoDERzCw5Q8LVCoQ,Quán cơm - phở,Nhà hàng,Nhà hàng,,"Quán cơm - phở, 48 Hẻm 132 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",48 Hẻm 132 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
