,place_id,name,main_category,phone,address
2330,ChIJvZNH20eIoDEReEM6uzEsqqY,Cà Phê Thanh Nhã,Quán cà phê,0907 136 614,"Cà Phê Thanh Nhã, 56 Đ. Nguyễn Hiền, Hưng Lợi, Ninh Kiều, Cần Thơ"
2331,ChIJnUFB7TSIoDERYW7qcoR856k,Cà Phê - Trà Sữa Zest Town,Quán cà phê,0292 6253 070,"Cà Phê - Trà Sữa Zest Town, 151 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ"
2332,ChIJswUpWDCIoDERcUKjgiBCIkM,Quán Cà Phê Thanh Nhã,Quán cà phê,0354 136 369,"Quán Cà Phê Thanh Nhã, Tp, 268/2D, Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ"
2334,ChIJTy-5VDOIoDERJsDonNNXnRM,Quán Cà Phê Nhớ,Quán cà phê,0779 975 822,"Quán Cà Phê Nhớ, 65 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ"
2346,ChIJ7QKcDzSIoDERARzf7ZdCmy0,Quán Cà Phê Hoài Thu,Quán cà phê,0907 780 625,"Quán Cà Phê Hoài Thu, 245, Đường 30/04, Quận Ninh Kiều, Tp Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ"
2347,ChIJcyq3rLKJoDERhglBQTIFGj4,Cà Phê 217,Quán cà phê,,"2QG6+8J7 Cà Phê 217, Hưng Lợi, Ninh Kiều, Cần Thơ"
2348,ChIJx8pUQfaJoDERdDqwyGum_v8,Quán Thốt Nốt Sữa 8 ÔKÊ,Quán cà phê,0913 788 181,"Quán Thốt Nốt Sữa 8 ÔKÊ, Số 5B5 Đường Bờ Hồ Bún Xáng, Tổ 1, Khu Vực 3, P, Ninh Kiều, Cần Thơ"
2349,ChIJ84MZqI-JoDERsyVgrUZtVKM,1988 coffee,Quán cà phê,,"2QH7+76G 1988 coffee, Hẻm 51, Xuân Khánh, Ninh Kiều, Cần Thơ"
2353,ChIJgYdJ9aqJoDER4bU-I1ACn7M,Cà phê Thi Thơ,Quán cà phê,,"Cà phê Thi Thơ, 24b Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ"
2366,ChIJj22Q656JoDERb6mITBecmDs,Cafe Góc Nhỏ,Quán cà phê,,"2QG8+4HV Cafe Góc Nhỏ, Hưng Lợi, Ninh Kiều, Cần Thơ"
2367,ChIJzRWTe96JoDERD_wY9bOTkbI,Cafe sinh viên,Quán cà phê,,"Cafe sinh viên, 345, Nguyễn Văn Linh, Phường An Khánh, Hưng Lợi, Ninh Kiều, Cần Thơ"
2368,ChIJj8O5qTGIoDER45URtQuSdQw,Quán Cà Phê 266,Quán cà phê,0292 3739 576,"Quán Cà Phê 266, 266, Đường 30/4, Quận Ninh Kiều, TP Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ"
2369,ChIJF5zJASWIoDERkOfi66_OJis,Quán Cà Phê - Sinh Tố Sao Mai,Quán cà phê,0292 3755 625,"Quán Cà Phê - Sinh Tố Sao Mai, C142 Hẻm 15, Đường Trần Văn Hoài, Quận Ninh Kiều, TP Cần Thơ, Xuân Khánh, Ninh Kiều, Cần Thơ"
2370,ChIJCaGCwoeJoDERHJOa6fwrm4w,Cà phê Ngọc Vy,Quán cà phê,,"Cà phê Ngọc Vy, 68/A1, Đường, Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ"
2387,ChIJ3ViDVSKIoDEResxXmb7Nq9c,Quán Cà Phê Chinh,Quán cà phê,0292 3831 931,"Quán Cà Phê Chinh, 74, Đường 3/2, Quận Ninh Kiều, Tp Cần Thơ, Xuân Khánh, Ninh Kiều, Cần Thơ"
2389,ChIJQZK_rSSIoDER91xA8z7dOAc,Kim Phuong Coffee Shop,Quán cà phê,0292 6623 151,"Kim Phuong Coffee Shop, 146G Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ"
2390,ChIJ02P37zqIoDERVxP7yuCS3Ag,Quán Cà Phê Sương Mai,Quán cà phê,0292 3780 665,"Quán Cà Phê Sương Mai, 6A, Đường Đ. Trần Ngọc Quế, Xuân Khánh, Ninh Kiều, Cần Thơ"
2392,ChIJV16BYSGIoDERRPKC9a5dUx0,Quán Cà Phê Kiều Ngân,Quán cà phê,0918 392 339,"Quán Cà Phê Kiều Ngân, 84 Đ. Mậu Thân, Xuân Khánh, Ninh Kiều, Cần Thơ"
2394,ChIJPYJ0ACWIoDERYHUDfakB_uA,Quán Cà Phê Vân Linh,Quán cà phê,0292 3731 515,"Quán Cà Phê Vân Linh, C150B Hẻm 15, Đường Trần Văn Hoài, Quận Ninh Kiều, TP Cần Thơ, Xuân Khánh, Ninh Kiều, Cần Thơ"
2395,ChIJM_aV_6BioDER4Nywty-vT1Y,Cà Phê Trà Bốn Mùa,Quán cà phê,,"Cà Phê Trà Bốn Mùa, 54 Đ. Ngô Quyền, Tân An, Ninh Kiều, Cần Thơ"
2398,ChIJ48lhMh6IoDER0-BmaH9j-Wk,Coffee Hương Giang,Quán cà phê,,"Coffee Hương Giang, 249 Huỳnh Cương, An Cư, Ninh Kiều, Cần Thơ"
2400,ChIJNen-cZ9ioDERSN-_-U6YNuA,Cà Phê Cô Tám,Quán cà phê,,"2QJP+H7H Cà Phê Cô Tám, Đường Châu Văn Liêm, Tân An, Ninh Kiều, Cần Thơ"
2402,ChIJc6mRCBFjoDERxf0s3biHQ1k,Cà Phê Vợt Vinaphone,Quán cà phê,,"2QPP+3W3 Cà Phê Vợt Vinaphone, Đ. Trần Quốc Toản, Tân An, Ninh Kiều, Cần Thơ"
2405,ChIJb5F9Tf6JoDERKLTZbFa0GZg,COFFEE MUỐI ( anh Trình),Quán cà phê,,"COFFEE MUỐI ( anh Trình), 10/72a Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
2413,ChIJ-WnxKyaJoDERR6rIzeW_WdE,Dehavi Coffee,Quán cà phê,,"2P8P+7FM Dehavi Coffee, Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ"
2414,ChIJ5V0eWDdjoDERrTBDf1nIGzY,Take Away Coffee ( HẠ ),Quán cà phê,0942 819 113,"Take Away Coffee ( HẠ ), 46 Đ. Trương Định, Tân An, Ninh Kiều, Cần Thơ"
2415,ChIJBf8k86BioDERG2hx89DdiJ8,Cà Phê Minh Thanh,Quán cà phê,0292 3821 147,"Cà Phê Minh Thanh, 91 Đ. Ngô Quyền, Tân An, Ninh Kiều, Cần Thơ"
2416,ChIJaVP7kKBioDERXg7hXg2zXPQ,Cà Phê Mode,Quán cà phê,0292 3819 141,"Cà Phê Mode, 6 Hẻm 22 Đ. Mạc Đĩnh Chi, Tân An, Ninh Kiều, Cần Thơ"
2417,ChIJoY61iqBioDERcJ0-WKHYKmY,Nguyen Mai Coffee Shop,Quán cà phê,0292 3500 735,"Nguyen Mai Coffee Shop, City, 2 Đ. Nguyễn Khuyến, Street, Ninh Kiều, Cần Thơ"
